,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2016/12,009240,한샘 ,200,가구,19345,1596,1596,1701,1275,1275,0,8994,3579,5415,5414,1,235,1540,-534,-201,315,1225,200,8.25,6.59,26.12,15.29,66.09,2410.56,5419,36.72,29947,6.64,1100,0.55,15.59,23533928
2017/12,009240,한샘 ,200,가구,20625,1405,1405,1382,959,960,0,9757,4681,5076,5075,1,235,662,-1543,172,1166,-504,1507,6.81,4.65,18.30,10.23,92.21,2718.45,4077,44.15,28788,6.25,1200,0.67,22.05,23533928
2018/12,009240,한샘 ,200,가구,19285,560,560,1247,900,900,0,9402,3657,5745,5744,,235,637,501,-1079,119,518,639,2.91,4.67,16.63,9.39,63.66,2999.76,3823,17.63,32581,2.07,1200,1.78,23.51,23533928
2019/12,009240,한샘 ,200,가구,16984,558,558,745,427,427,0,12026,5893,6133,5934,,235,794,180,-348,185,609,2879,3.28,2.51,7.32,3.99,96.09,3113.32,1815,34.26,33659,1.85,1200,1.93,49.52,23533928
2015/12,020000,한섬 ,134,"섬유,의류,신발,호화품",6168,661,661,696,729,744,-15,9575,1261,8314,8314,,123,458,-389,-3,295,163,114,10.72,11.82,9.31,7.27,15.17,6778.92,3020,13.44,37842,1.07,300,0.74,8.86,24630000
2016/12,020000,한섬 ,134,"섬유,의류,신발,호화품",7120,720,720,774,565,565,,10380,1577,8803,8803,,123,180,-443,219,475,-295,384,10.12,7.93,6.60,5.66,17.91,7184.05,2293,15.20,40071,0.87,300,0.86,11.67,24630000
2017/12,020000,한섬 ,134,"섬유,의류,신발,호화품",12287,550,550,671,539,539,,12523,3268,9255,9255,,123,728,-1687,971,229,499,1500,4.48,4.38,5.96,4.70,35.31,7567.81,2187,14.38,42125,0.75,350,1.11,14.28,24630000
2018/12,020000,한섬 ,134,"섬유,의류,신발,호화품",12992,912,912,952,724,724,,12727,2820,9907,9907,,123,2149,-891,-937,86,2063,648,7.02,5.57,7.56,5.74,28.46,8082.91,2940,12.33,45095,0.80,400,1.10,12.14,24630000
2019/12,020000,한섬 ,134,"섬유,의류,신발,호화품",12598,1066,1066,1135,853,853,,13236,2781,10456,10456,,123,1364,-589,-865,272,1093,241,8.46,6.77,8.37,6.57,26.60,8696.65,3462,9.11,47591,0.66,450,1.43,11.60,24630000
2015/12,003680,한성기업 ,38,식품,2915,47,47,39,24,24,,2146,1612,534,534,,274,-135,-10,141,29,-164,1118,1.62,0.83,4.64,1.17,301.70,109.01,439,20.46,10498,0.86,0,0.00,0.00,5477951
2016/12,003680,한성기업 ,38,식품,3207,79,79,-2,0,0,,2309,1778,530,530,,274,-27,38,-18,12,-39,1152,2.45,-0.02,-0.09,-0.02,335.18,107.69,-9,N/A,10425,0.79,0,0.00,0.00,5477951
2017/12,003680,한성기업 ,38,식품,3228,67,67,22,26,26,,2153,1592,561,561,,274,98,114,-205,6,92,979,2.08,0.80,4.75,1.16,283.55,119.91,473,13.84,11032,0.59,150,2.29,29.43,5477951
2018/12,003680,한성기업 ,38,식품,2869,8,8,-33,-26,-26,,2222,1682,540,540,,297,-39,-16,67,10,-50,1076,0.27,-0.92,-4.78,-1.20,311.51,95.95,-469,N/A,9740,0.60,0,0.00,0.00,5933871
2019/12,003680,한성기업 ,38,식품,2701,-83,-83,-216,-174,-174,,2336,1837,499,499,,309,-54,40,7,3,-57,1124,-3.06,-6.43,,,368.38,34.12,-2868,N/A,8625,0.62,,,0.00,6170756
2015/12,105630,한세실업 ,134,"섬유,의류,신발,호화품",15865,1424,1424,1373,1036,1034,1,9922,5666,4256,4256,,200,145,-552,1237,389,-244,4234,8.97,6.53,27.34,11.67,133.12,2034.25,2586,20.50,10640,4.98,250,0.47,9.67,40000000
2016/12,105630,한세실업 ,134,"섬유,의류,신발,호화품",15477,816,816,632,460,469,-10,12707,7071,5636,4502,1134,200,569,-503,421,431,138,5248,5.27,2.97,10.72,4.06,125.45,2208.20,1174,21.85,11378,2.25,330,1.29,27.81,40000000
2017/12,105630,한세실업 ,134,"섬유,의류,신발,호화품",17113,565,565,719,461,433,28,11961,6225,5736,4757,979,200,718,-1295,-671,254,464,4604,3.30,2.69,9.34,3.74,108.53,2370.44,1081,24.92,12122,2.22,450,1.67,40.83,40000000
2018/12,105630,한세실업 ,134,"섬유,의류,신발,호화품",17127,386,386,-478,-498,-508,10,11707,6781,4927,4122,,200,-214,-251,198,317,-531,5028,2.25,-2.91,-11.43,-4.21,137.63,2095.40,-1269,N/A,10506,1.89,450,2.27,-34.79,40000000
2019/12,105630,한세실업 ,134,"섬유,의류,신발,호화품",19224,590,590,-68,-173,-2,-170,11795,7245,4550,3978,,200,879,-154,-270,448,431,5350,3.07,-0.90,-0.06,-1.47,159.22,2027.16,-6,N/A,10137,1.71,500,2.89,-7871.26,40000000
2015/12,069640,한세엠케이 ,134,"섬유,의류,신발,호화품",2897,55,55,38,36,36,,2089,571,1518,1518,,63,107,-113,109,47,61,252,1.88,1.26,2.43,1.83,37.64,2300.47,288,48.38,12008,1.16,200,1.43,69.34,12649515
2016/12,069640,한세엠케이 ,134,"섬유,의류,신발,호화품",3185,103,103,60,50,50,,2297,740,1557,1557,,65,138,25,-54,44,94,218,3.22,1.57,3.26,2.28,47.56,2318.35,395,33.64,12076,1.10,200,1.50,51.48,12909322
2017/12,069640,한세엠케이 ,134,"섬유,의류,신발,호화품",3289,95,95,112,75,75,,2129,543,1586,1586,,65,42,-87,-122,49,-7,130,2.90,2.27,4.75,3.38,34.24,2393.88,579,20.56,12440,0.96,200,1.68,34.13,12909322
2018/12,069640,한세엠케이 ,134,"섬유,의류,신발,호화품",3230,24,24,11,40,40,,2056,571,1485,1485,,65,174,-76,-123,51,123,148,0.75,1.24,2.61,1.91,38.46,2413.61,310,24.83,13036,0.59,,,56.94,12909322
2019/12,069640,한세엠케이 ,134,"섬유,의류,신발,호화품",3075,-239,-239,-453,-438,-438,,1847,841,1006,1006,,65,8,-52,23,71,-63,432,-7.77,-14.24,-35.15,-22.43,83.64,1697.28,-3391,N/A,9176,0.49,,,0.00,12909322
2015/12,016450,한세예스24홀딩스 ,134,"섬유,의류,신발,호화품",20860,1628,1628,1488,1121,529,592,14361,8869,5492,2635,2857,200,418,-827,1294,425,-7,5791,7.80,5.38,22.09,8.77,161.47,1456.93,1323,18.98,6588,3.81,120,0.48,9.07,40000000
2016/12,016450,한세예스24홀딩스 ,134,"섬유,의류,신발,호화품",22400,861,861,631,421,155,266,17406,10606,6800,2649,4151,200,843,-672,569,545,298,6968,3.84,1.88,5.88,2.65,155.97,1468.55,388,26.80,6636,1.57,160,1.54,41.18,40000000
2017/12,016450,한세예스24홀딩스 ,134,"섬유,의류,신발,호화품",24623,784,784,880,604,317,287,16936,9924,7012,2853,4159,200,958,-1727,-753,349,609,6382,3.19,2.45,11.52,3.52,141.53,1586.73,792,13.57,7242,1.48,220,2.05,27.34,40000000
2018/12,016450,한세예스24홀딩스 ,134,"섬유,의류,신발,호화품",25215,565,565,-366,-454,-159,-295,16783,10606,6177,2604,,200,145,-276,-41,407,-262,6736,2.24,-1.80,-5.83,-2.69,171.69,1495.74,-398,N/A,6633,1.21,220,2.75,-54.26,40000000
2019/12,016450,한세예스24홀딩스 ,134,"섬유,의류,신발,호화품",27710,977,977,205,31,202,-170,17314,11355,5959,2715,,200,1449,-564,-494,605,845,7106,3.52,0.11,7.58,0.19,190.55,1555.21,504,14.65,6914,1.07,250,3.39,48.71,40000000
2015/12,010420,한솔PNS ,196,종이와목재,2428,16,16,27,20,20,,1133,700,433,433,,138,53,1,-10,11,42,2,0.67,0.83,4.74,1.76,161.41,209.71,73,22.73,1571,1.05,15,0.91,20.62,27590997
2016/12,010420,한솔PNS ,196,종이와목재,2341,13,13,14,12,12,,1028,693,334,334,,102,36,5,-9,7,29,,0.54,0.53,3.21,1.14,207.44,232.10,49,42.64,1631,1.28,15,0.72,24.98,20493012
2017/12,010420,한솔PNS ,196,종이와목재,2238,34,34,37,25,25,,1017,658,359,359,,102,24,-165,20,19,4,23,1.54,1.10,7.11,2.41,182.93,256.51,120,11.97,1754,0.82,15,1.04,12.47,20493012
2018/12,010420,한솔PNS ,196,종이와목재,2484,50,50,56,36,36,,913,528,385,385,,102,-83,134,-6,10,-93,20,2.02,1.44,9.62,3.71,137.27,290.57,175,7.76,1878,0.72,15,1.11,8.59,20493012
2019/12,010420,한솔PNS ,196,종이와목재,2339,40,40,44,32,32,,1034,624,411,411,,102,166,-164,-49,6,160,27,1.70,1.35,7.94,3.24,151.87,315.76,154,11.26,2004,0.87,25,1.44,16.23,20493012
2015/12,009180,한솔로지스틱스 ,234,항공화물운송과물류,3749,6,6,11,562,562,,902,498,404,404,,88,-13,-152,-14,13,-26,,0.17,15.00,76.12,41.83,123.11,1152.59,1380,2.11,1934,1.51,16,0.54,0.59,20905648
2016/12,009180,한솔로지스틱스 ,234,항공화물운송과물류,3847,51,51,49,36,36,,979,539,440,440,,88,37,-30,-3,42,-5,,1.31,0.95,8.61,3.86,122.33,1191.57,174,13.54,2107,1.12,16,0.67,9.06,20905648
2017/12,009180,한솔로지스틱스 ,234,항공화물운송과물류,3553,23,23,39,29,29,,919,447,472,472,,88,16,-13,-3,16,0,0,0.65,0.81,6.30,3.03,94.66,1228.64,137,12.66,2258,0.77,24,1.36,17.21,20905648
2018/12,009180,한솔로지스틱스 ,234,항공화물운송과물류,4342,39,39,23,15,15,,1268,705,563,563,,143,1,-114,201,42,-42,112,0.90,0.34,2.81,1.33,125.24,788.19,67,19.75,2049,0.65,30,2.26,56.67,27477425
2019/12,009180,한솔로지스틱스 ,234,항공화물운송과물류,4607,95,95,85,59,59,,1668,1197,471,471,,143,293,-58,-193,58,235,520,2.07,1.28,11.43,4.03,254.38,718.78,215,7.14,1713,0.90,40,2.61,18.60,27477425
2015/12,070590,한솔인티큐브 *,154,IT서비스,623,2,2,2,3,3,,626,383,243,243,,69,35,-8,-24,2,33,122,0.25,0.54,1.28,0.54,157.77,245.21,24,95.03,1761,1.31,30,1.30,123.95,13788521
2016/12,070590,한솔인티큐브 *,154,IT서비스,771,47,47,-8,-14,-14,,640,407,233,233,,69,-35,-6,41,3,-38,166,6.10,-1.83,-5.92,-2.23,174.50,228.62,-102,N/A,1680,1.74,0,0.00,0.00,13879521
2017/12,070590,한솔인티큐브 *,154,IT서비스,463,-16,-16,42,42,42,,503,226,277,277,,69,124,66,-161,2,121,5,-3.56,9.03,16.38,7.32,81.46,290.79,301,7.04,1997,1.06,0,0.00,0.00,13879521
2018/12,070590,한솔인티큐브 *,154,IT서비스,637,2,2,-23,-23,-23,,411,159,252,252,,69,-64,57,-14,2,-66,0,0.31,-3.62,-8.72,-5.05,63.06,270.60,-166,N/A,1872,1.23,0,0.00,0.00,13879521
2019/12,070590,한솔인티큐브 *,154,IT서비스,590,-10,-10,-8,-9,-9,,408,171,237,237,,69,47,10,-9,2,45,4,-1.72,-1.51,-3.64,-2.17,72.28,246.89,-64,N/A,1759,1.71,0,0.00,0.00,13879521
2015/12,213500,한솔제지 ,196,종이와목재,15117,750,750,343,221,241,-20,14454,10936,3517,3342,175,827,1149,-713,-530,653,496,8505,4.96,1.46,,,310.95,283.99,1406,14.13,19466,1.02,481,2.42,34.31,17176252
2016/12,213500,한솔제지 ,196,종이와목재,15305,1221,1221,584,426,426,0,14131,9661,4470,4313,157,1007,1544,-491,-1048,489,1055,6903,7.98,2.78,11.14,2.98,216.14,313.75,2325,8.47,21424,0.92,700,3.55,33.05,20136509
2017/12,213500,한솔제지 ,196,종이와목재,16014,637,637,586,420,420,-1,17410,11966,5444,5231,213,1190,1045,-290,-715,697,348,9031,3.98,2.62,8.81,2.66,219.80,328.90,1812,7.72,21999,0.64,600,4.29,33.95,23800576
2018/12,213500,한솔제지 ,196,종이와목재,19766,1207,1207,594,408,408,,17927,12052,5875,5663,,1190,1241,-613,-682,812,428,8524,6.10,2.07,7.49,2.31,205.14,347.24,1715,9.68,23815,0.70,600,3.61,34.95,23800576
2019/12,213500,한솔제지 ,196,종이와목재,19126,1053,1053,677,400,400,,17433,11312,6121,5906,,1190,1994,-471,-1331,485,1510,7576,5.51,2.09,6.92,2.26,184.81,368.90,1681,8.59,24836,0.58,600,4.15,35.65,23800576
2015/12,014680,한솔케미칼 ,140,화학,3680,490,490,426,343,341,2,5210,2743,2468,2420,47,565,473,-616,98,586,-113,1981,13.31,9.32,15.01,6.89,111.14,316.74,3023,20.54,21827,2.85,800,1.29,25.98,11295195
2016/12,014680,한솔케미칼 ,140,화학,4604,821,821,774,589,558,31,6997,3586,3411,2824,588,565,969,-1468,626,384,585,2502,17.84,12.80,21.29,9.65,105.12,398.76,4942,16.86,25465,3.27,1000,1.20,19.86,11295195
2017/12,014680,한솔케미칼 ,140,화학,5216,792,792,747,581,543,38,7233,3325,3909,3207,701,565,874,-329,-295,310,564,2185,15.18,11.13,17.99,8.16,85.06,473.38,4804,15.09,28926,2.51,1000,1.38,20.44,11295195
2018/12,014680,한솔케미칼 ,140,화학,5819,936,936,925,678,705,-27,7917,3445,4472,3798,,565,1006,-1215,-146,1182,-177,2168,16.08,11.64,20.12,8.94,77.03,590.15,6238,12.42,34251,2.26,1200,1.55,18.88,11295195
2019/12,014680,한솔케미칼 ,140,화학,5876,1114,1114,1181,910,865,46,9392,4186,5206,4486,,565,1016,-1401,812,716,300,3183,18.96,15.49,20.88,10.52,80.42,712.46,7655,13.85,40454,2.62,1500,1.42,19.24,11295195
2015/12,004710,한솔테크닉스 ,199,디스플레이장비및부품,6523,165,165,304,286,279,6,5412,2828,2584,2491,93,1105,422,-2,-191,116,306,1934,2.53,4.38,12.40,6.02,109.42,151.22,1196,22.06,10679,2.47,0,0.00,0.00,24015928
2016/12,004710,한솔테크닉스 ,199,디스플레이장비및부품,8076,232,232,-411,-462,-476,14,5115,2963,2152,2043,109,1105,279,-81,-68,156,123,1866,2.88,-5.72,-21.01,-8.78,137.66,108.15,-1983,N/A,8760,1.62,0,0.00,0.00,24015928
2017/12,004710,한솔테크닉스 ,199,디스플레이장비및부품,9353,305,305,214,187,187,0,5035,2902,2134,2131,3,1105,416,-281,-289,262,155,1649,3.26,2.00,8.96,3.68,136.00,125.66,779,19.75,9136,1.68,0,0.00,0.00,24015928
2018/12,004710,한솔테크닉스 ,199,디스플레이장비및부품,8419,156,156,-139,-199,-200,1,5130,3112,2019,2015,,1105,224,-466,243,413,-189,1901,1.85,-2.37,-9.64,-3.92,154.15,110.20,-832,N/A,8640,0.66,0,0.00,0.00,24015928
2019/12,004710,한솔테크닉스 ,199,디스플레이장비및부품,9722,255,255,114,64,65,0,4953,2335,2618,2615,,1605,948,-130,-257,189,759,1185,2.62,0.66,2.79,1.28,89.17,77.17,234,38.28,8324,1.07,,,0.00,32109878
2015/12,004150,한솔홀딩스 ,196,종이와목재,5540,435,595,-84,-106,-119,12,19741,14056,5686,4751,935,1930,1112,-14,-859,307,805,4803,7.85,-1.92,-2.82,-0.43,247.20,217.69,-354,N/A,13531,0.50,0,0.00,0.00,39282593
2016/12,004150,한솔홀딩스 ,196,종이와목재,7724,401,623,159,-69,-33,-36,20067,13884,6184,5216,968,2318,183,-702,509,440,-257,2183,5.19,-0.90,-0.67,-0.35,224.53,187.53,-72,N/A,12125,0.54,0,0.00,0.00,47183679
2017/12,004150,한솔홀딩스 ,196,종이와목재,6868,256,256,-631,-867,-549,-318,16294,11063,5231,4670,561,2318,567,-310,-248,256,311,2068,3.73,-12.63,-11.11,-4.77,211.48,164.75,-1164,N/A,10856,0.41,49,1.09,-3.84,47183679
2018/12,004150,한솔홀딩스 ,196,종이와목재,6020,254,254,67,-415,-390,-25,13474,9154,4320,4090,,2318,-38,504,-359,141,-179,1143,4.21,-6.89,-8.90,-2.79,211.91,135.04,-826,N/A,9735,0.50,0,0.00,0.00,47183679
2019/12,004150,한솔홀딩스 ,196,종이와목재,5416,118,118,151,263,253,10,6664,2103,4561,4339,,2359,351,-255,-394,133,218,472,2.18,4.85,6.00,2.61,46.10,141.00,536,7.33,10328,0.38,0,0.00,0.00,47183679
2015/12,025750,한솔홈데코 ,162,건축자재,2415,93,93,31,15,15,,2912,1573,1339,1339,,793,113,-94,35,45,68,1073,3.86,0.62,1.13,0.51,117.51,73.74,20,81.69,1759,0.91,0,0.00,0.00,76110561
2016/12,025750,한솔홈데코 ,162,건축자재,2354,131,131,108,75,75,,2893,1466,1427,1427,,805,159,-109,-96,95,64,972,5.56,3.18,5.41,2.58,102.69,82.79,98,16.55,1846,0.88,0,0.00,0.00,77303044
2017/12,025750,한솔홈데코 ,162,건축자재,2543,95,95,55,34,34,,3048,1528,1520,1520,,838,150,-171,75,162,-12,1000,3.74,1.32,2.28,1.13,100.48,83.66,42,33.92,1887,0.75,20,1.41,47.91,80565149
2018/12,025750,한솔홈데코 ,162,건축자재,2969,92,92,158,117,117,,3081,1464,1616,1616,,838,217,-98,-192,91,126,839,3.09,3.93,7.44,3.81,90.59,94.82,145,9.46,2006,0.68,20,1.46,13.81,80565149
2019/12,025750,한솔홈데코 ,162,건축자재,2639,-17,-17,-47,-46,-46,,2958,1416,1542,1542,,838,24,-32,-2,66,-41,860,-0.63,-1.73,-2.89,-1.51,91.84,86.93,-57,N/A,1914,0.57,,,0.00,80565149
2015/12,226440,한송네오텍 *,199,디스플레이장비및부품,566,18,18,14,13,13,,277,169,108,108,,23,12,-3,8,4,9,85,3.21,2.38,14.28,5.31,156.52,321.13,19,,141,,0,0.00,0.00,71662630
2016/12,226440,한송네오텍 *,199,디스플레이장비및부품,474,33,33,31,32,32,,244,160,84,84,,12,5,-5,14,6,-1,61,6.87,6.75,33.30,12.26,190.89,916.77,44,,220,,0,0.00,0.00,35831149
2017/12,226440,한송네오텍 *,199,디스플레이장비및부품,620,88,88,65,54,54,,366,241,125,125,,11,92,0,-81,3,89,88,14.26,8.78,52.08,17.83,192.87,1373.87,142,,327,,0,0.00,0.00,35831149
2018/12,226440,한송네오텍 *,199,디스플레이장비및부품,383,16,16,-26,-28,-28,,255,88,167,167,,38,9,70,-80,6,3,40,4.14,-7.28,-19.13,-8.99,52.95,470.85,-73,N/A,450,4.16,0,0.00,0.00,38201008
2019/12,226440,한송네오텍 *,199,디스플레이장비및부품,215,8,8,2,4,4,,387,195,192,192,,40,-9,-85,138,2,-11,140,3.84,1.63,1.95,1.09,101.27,497.66,9,150.27,495,2.69,0,0.00,0.00,40020544
2016/09,042520,한스바이오메드 *,211,건강관리장비와용품,290,60,60,55,48,46,1,647,172,475,468,7,49,-3,-96,79,82,-86,114,20.62,16.43,10.28,8.17,36.21,879.98,469,36.98,4971,3.49,100,0.58,20.36,9857857
2017/09,042520,한스바이오메드 *,211,건강관리장비와용품,391,95,95,99,81,78,3,802,252,550,537,13,49,47,-114,95,130,-84,200,24.21,20.84,15.57,11.24,45.74,1019.69,794,20.27,5705,2.82,100,0.62,12.03,9857857
2018/09,042520,한스바이오메드 *,211,건강관리장비와용품,517,105,105,55,51,42,9,917,222,695,653,43,49,43,-44,41,22,20,120,20.21,9.81,6.99,5.90,31.92,1249.88,422,74.42,6647,4.72,100,0.32,23.60,9857857
2019/09,042520,한스바이오메드 *,211,건강관리장비와용품,670,126,126,115,95,100,-4,1341,500,841,749,92,50,67,-334,285,156,-88,336,18.80,14.20,14.20,8.42,59.50,1438.57,1008,21.67,7592,2.88,120,0.55,11.89,9902454
2020/09,042520,한스바이오메드 *,211,건강관리장비와용품,801,-34,-34,-167,-182,-178,-3,1318,625,693,603,90,51,46,-11,1,70,-25,328,-4.25,-22.69,-26.39,-13.67,90.20,1134.90,-1796,N/A,6026,3.79,,,0.00,10102981
2015/12,004960,한신공영 ,42,건설,13581,409,409,318,222,206,16,15294,12960,2335,2284,51,496,2640,35,-2221,7,2633,1901,3.01,1.63,9.93,1.54,555.05,293.68,2076,9.06,23042,0.82,0,0.00,0.00,9908391
2016/12,004960,한신공영 ,42,건설,17723,697,697,448,267,265,2,15534,12853,2681,2629,53,508,737,-427,163,9,728,2262,3.93,1.50,10.80,1.73,479.38,330.30,2652,6.00,25847,0.62,250,1.57,9.59,10166455
2017/12,004960,한신공영 ,42,건설,19843,1333,1333,977,725,720,5,19054,15541,3513,3460,52,545,-2028,35,2326,10,-2038,4748,6.72,3.65,23.64,4.19,442.41,455.25,6840,3.32,31750,0.71,375,1.65,5.68,10895933
2018/12,004960,한신공영 ,42,건설,21422,2145,2145,2271,1620,1621,-1,17784,13324,4460,4393,,579,137,-363,-526,10,127,4370,10.01,7.56,41.29,8.80,298.72,600.21,14139,1.19,37956,0.44,375,2.23,2.68,11570702
2019/12,004960,한신공영 ,42,건설,16233,1245,1245,847,721,719,2,16510,11372,5138,5057,,579,-927,863,924,61,-989,5842,7.67,4.44,15.21,4.20,221.33,709.97,6210,2.38,43694,0.34,350,2.36,5.64,11570702
2015/12,011700,한신기계 ,138,기계,627,75,75,79,63,63,,920,213,706,706,,162,19,96,-13,56,-36,2,11.91,10.05,9.30,7.03,30.21,338.00,194,12.31,2363,1.01,45,1.88,21.34,32446151
2016/12,011700,한신기계 ,138,기계,627,87,87,89,62,62,,951,178,773,773,,162,57,-59,36,27,30,2,13.84,9.84,8.34,6.59,23.07,373.56,190,15.65,2432,1.22,65,2.18,33.49,32446151
2017/12,011700,한신기계 ,138,기계,562,62,62,60,47,47,,903,122,781,781,,162,-26,1,-18,5,-30,17,11.05,8.34,6.03,5.05,15.60,383.57,144,26.84,2457,1.58,65,1.68,44.11,32446151
2018/12,011700,한신기계 ,138,기계,533,48,48,44,33,33,,907,109,798,798,,162,28,-34,-20,19,9,18,9.02,6.28,4.24,3.70,13.60,394.27,103,20.71,2511,0.85,35,1.64,33.25,32446151
2019/12,011700,한신기계 ,138,기계,528,22,22,22,16,16,,940,130,810,810,,162,3,-56,-7,60,-57,22,4.11,3.06,2.01,1.75,16.04,401.08,50,33.55,2548,0.66,15,0.90,29.52,32446151
2015/12,078350,한양디지텍 *,202,반도체와반도체장비,1271,69,69,60,44,44,,762,304,459,459,,50,35,-26,-68,56,-21,73,5.40,3.45,10.05,5.53,66.19,808.16,439,9.41,4609,0.90,0,0.00,0.00,10000000
2016/12,078350,한양디지텍 *,202,반도체와반도체장비,882,5,5,-5,-7,-7,,659,223,436,436,,50,5,-29,-20,23,-18,63,0.57,-0.78,-1.55,-0.97,51.26,793.53,-69,N/A,4447,0.91,0,0.00,0.00,10000000
2017/12,078350,한양디지텍 *,202,반도체와반도체장비,767,-27,-27,-21,-22,-22,,589,193,396,396,,50,60,-28,-29,23,37,37,-3.49,-2.84,-5.23,-3.48,48.59,748.83,-217,N/A,4118,0.76,0,0.00,0.00,10000000
2018/12,078350,한양디지텍 *,202,반도체와반도체장비,940,29,29,14,9,9,,658,252,406,406,,50,62,-59,-2,29,33,37,3.13,1.00,2.34,1.50,61.95,770.25,94,30.94,4220,0.69,0,0.00,0.00,10000000
2019/12,078350,한양디지텍 *,202,반도체와반도체장비,680,-79,-79,-156,-128,-128,,942,653,289,289,,50,-97,-154,321,174,-271,342,-11.68,-18.80,-36.78,-15.98,225.79,512.68,-1278,N/A,3003,1.93,0,0.00,0.00,10000000
2015/12,045100,한양이엔지 *,42,건설,5171,259,258,541,430,432,-2,3794,1965,1829,1721,,90,396,2,-30,173,223,300,5.01,8.32,28.34,12.41,107.48,1811.26,2399,4.42,9562,1.11,200,1.89,8.34,18000000
2016/12,045100,한양이엔지 *,42,건설,5369,151,151,738,527,523,3,4208,2053,2154,2154,0,90,-102,-224,-167,54,-155,21,2.80,9.81,27.00,13.16,95.30,2295.26,2907,3.96,11969,0.96,250,2.17,8.60,18000000
2017/12,045100,한양이엔지 *,42,건설,7140,362,362,423,345,345,,4227,1847,2380,2380,,90,40,-10,-61,270,-229,52,5.07,4.83,15.21,8.18,77.57,2611.39,1916,7.05,13548,1.00,300,2.22,15.29,18000000
2018/12,045100,한양이엔지 *,42,건설,7888,970,970,990,761,761,,4814,1759,3054,3054,,90,449,-98,-90,99,350,37,12.30,9.65,28.01,16.84,57.61,3386.09,4228,2.94,17528,0.71,400,3.21,9.16,18000000
2019/12,045100,한양이엔지 *,42,건설,7721,334,334,382,295,295,,5291,2017,3274,3274,,90,340,-169,-8,73,267,115,4.32,3.83,9.34,5.85,61.59,3624.06,1641,7.50,18792,0.65,450,3.66,26.55,18000000
2015/12,001750,한양증권 ,12,증권,1832,116,116,101,77,77,,9635,7009,2626,2626,,663,-40,-5,51,4,,432,6.35,4.18,2.93,0.94,266.88,297.11,578,12.70,19894,0.37,400,5.45,69.27,12728534
2016/12,001750,한양증권 ,12,증권,1873,89,89,91,69,69,,11077,8395,2683,2683,,663,288,-67,-224,5,,264,4.73,3.70,2.61,0.67,312.94,305.60,523,13.87,20320,0.36,350,4.83,67.05,12728534
2017/12,001750,한양증권 ,12,증권,1706,61,61,65,49,49,,17167,14478,2689,2689,,663,-27,-15,45,7,,355,3.58,2.87,1.83,0.35,538.40,306.59,370,20.87,20370,0.38,350,4.53,94.74,12728534
2018/12,001750,한양증권 ,12,증권,2051,56,56,63,47,47,,18447,15748,2699,2699,,663,-449,57,382,20,,783,2.74,2.27,1.73,0.26,583.59,308.01,351,19.45,20441,0.33,250,3.66,71.42,12728534
2019/12,001750,한양증권 ,12,증권,3104,296,296,290,222,222,,18222,15275,2947,2947,,663,-169,-57,235,58,,1054,9.53,7.14,7.85,1.21,518.30,345.52,1672,4.69,22324,0.35,350,4.46,20.96,12728534
2015/12,001755,한양증권우 ,12,증권,1832,116,116,101,77,77,,9635,7009,2626,2626,,663,-40,-5,51,4,,432,6.35,4.18,2.93,0.94,266.88,297.11,578,12.70,19894,0.37,400,5.45,69.27,12728534
2016/12,001755,한양증권우 ,12,증권,1873,89,89,91,69,69,,11077,8395,2683,2683,,663,288,-67,-224,5,,264,4.73,3.70,2.61,0.67,312.94,305.60,523,13.87,20320,0.36,350,4.83,67.05,12728534
2017/12,001755,한양증권우 ,12,증권,1706,61,61,65,49,49,,17167,14478,2689,2689,,663,-27,-15,45,7,,355,3.58,2.87,1.83,0.35,538.40,306.59,370,20.87,20370,0.38,350,4.53,94.74,12728534
2018/12,001755,한양증권우 ,12,증권,2051,56,56,63,47,47,,18447,15748,2699,2699,,663,-449,57,382,20,,783,2.74,2.27,1.73,0.26,583.59,308.01,351,19.45,20441,0.33,250,3.66,71.42,12728534
2019/12,001755,한양증권우 ,12,증권,3104,296,296,290,222,222,,18222,15275,2947,2947,,663,-169,-57,235,58,,1054,9.53,7.14,7.85,1.21,518.30,345.52,1672,4.69,22324,0.35,350,4.46,20.96,12728534
2015/12,018880,한온시스템 ,36,자동차부품,55581,3596,3596,3457,2434,2305,129,34594,16599,17994,17447,547,534,4475,-2559,-1118,2269,2206,4011,6.47,4.38,13.71,7.27,92.25,3384.36,432,24.04,3268,3.18,194,1.87,44.93,533800000
2016/12,018880,한온시스템 ,36,자동차부품,57037,4225,4225,4157,3038,2921,116,38597,19748,18849,18276,573,534,3892,-4519,483,2497,1394,6462,7.41,5.33,16.36,8.30,104.77,3584.71,547,18.82,3424,3.01,225,2.18,41.11,533800000
