,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2016/03,060310,3S *,138,기계,237,12,12,-34,-34,-34,,577,231,346,346,,204,19,5,-82,7,12,185,4.96,-14.34,-9.38,-5.44,66.88,71.80,-83,N/A,846,2.82,0,0.00,0.00,40892268
2017/03,060310,3S *,138,기계,265,-24,-24,-90,-88,-88,,537,245,292,292,,210,-29,-1,38,8,-36,195,-9.14,-33.24,-27.61,-15.80,84.06,40.00,-210,N/A,695,3.53,0,0.00,0.00,41974138
2018/03,060310,3S *,138,기계,315,3,3,-13,-14,-14,,495,188,308,308,,218,46,-9,-22,10,36,153,1.06,-4.54,-4.78,-2.77,61.03,41.27,-34,N/A,704,3.15,0,0.00,0.00,43666242
2019/03,060310,3S *,138,기계,358,17,17,14,14,14,,533,190,344,344,,224,29,2,6,3,25,130,4.65,3.95,4.33,2.74,55.16,54.46,32,75.14,768,3.11,0,0.00,0.00,44772143
2020/03,060310,3S *,138,기계,226,5,5,-11,-11,-11,,497,163,334,334,,224,12,-10,-17,18,-7,122,2.07,-4.78,-3.19,-2.10,48.83,49.79,-24,N/A,745,2.51,,,,44802511
2015/12,095570,AJ네트웍스 ,220,도로와철도운송,10556,743,743,383,290,188,102,17252,13272,3980,2628,1352,468,-1063,-744,2312,669,-1733,11612,7.03,2.75,8.87,1.83,333.46,509.19,477,19.75,5613,1.68,0,0.00,0.00,46822295
2016/12,095570,AJ네트웍스 ,220,도로와철도운송,12539,619,619,286,171,135,36,20813,16538,4275,2800,1475,468,-1867,-851,3202,431,-2298,14544,4.93,1.36,4.98,0.90,386.87,538.03,288,22.54,5980,1.09,60,0.92,20.80,46822295
2017/12,095570,AJ네트웍스 ,220,도로와철도운송,8439,224,224,8,206,150,56,23542,19071,4472,2888,1584,468,-1485,-894,1872,527,-2012,16367,2.66,2.45,5.27,0.93,426.47,564.05,320,21.76,6168,1.13,86,1.23,26.85,46822295
2018/12,095570,AJ네트웍스 ,220,도로와철도운송,10455,-212,-212,-494,373,11,361,25751,20833,4918,2871,,468,-835,-446,1275,386,-1221,10130,-2.03,3.56,0.39,1.51,423.61,561.82,24,186.12,6131,0.73,100,2.22,413.15,46822295
2019/12,095570,AJ네트웍스 ,220,도로와철도운송,12028,178,178,828,421,460,-38,18033,14559,3473,3185,,468,-379,444,643,651,-1030,12517,1.48,3.50,15.18,1.92,419.16,639.52,982,5.06,6802,0.73,300,6.04,30.56,46822295
2015/12,006840,AK홀딩스 ,140,화학,28071,1063,1063,-199,-374,-430,56,24955,15939,9016,5609,3407,662,1412,1434,-1464,1125,288,7729,3.79,-1.33,-7.68,-1.42,176.79,751.97,-3246,N/A,43498,1.45,500,0.79,-15.00,13247561
2016/12,006840,AK홀딩스 ,140,화학,29218,2137,2137,1941,1333,720,613,27419,17305,10114,6204,3910,662,3183,-1286,-743,731,2452,7540,7.31,4.56,12.19,5.09,171.10,841.77,5436,10.30,48112,1.16,550,0.98,9.85,13247561
2017/12,006840,AK홀딩스 ,140,화학,33925,2656,2656,2407,1854,996,858,29448,17927,11521,7015,4505,662,2809,-2925,-393,2347,462,7601,7.83,5.46,15.07,6.52,155.61,970.14,7522,9.11,54400,1.26,650,0.95,8.41,13247561
2018/12,006840,AK홀딩스 ,140,화학,37112,2697,2697,2698,2066,1069,997,33979,19240,14739,8452,,662,3173,-2246,900,3467,-294,7806,7.27,5.57,13.82,6.51,130.54,1179.20,8070,6.69,64785,0.83,750,1.39,9.15,13247561
2019/12,006840,AK홀딩스 ,140,화학,37595,1313,1313,809,574,283,291,43280,28980,14299,8273,,662,2742,-2193,-2955,885,1857,16959,3.49,1.53,3.38,1.49,202.67,1149.46,2135,16.21,63415,0.55,750,2.17,34.60,13247561
2015/12,054620,APS홀딩스 *,199,디스플레이장비및부품,2932,121,121,104,78,86,-8,2990,1893,1096,1065,32,117,-308,-206,406,161,-470,1304,4.14,2.66,8.43,3.03,172.72,1017.36,368,52.55,5096,3.80,0,0.00,0.00,23409961
2016/12,054620,APS홀딩스 *,199,디스플레이장비및부품,243,-23,323,-53,275,262,13,5662,3593,2070,2027,43,143,846,-712,841,699,147,1382,-9.56,113.23,16.92,6.35,173.60,1492.19,994,44.71,7768,5.72,0,0.00,3.67,25609961
2017/12,054620,APS홀딩스 *,199,디스플레이장비및부품,805,-3,-3,-188,6701,6694,7,2318,485,1833,1818,15,67,148,-1073,-54,203,-54,176,-0.37,832.81,348.19,167.95,26.47,12776.49,42257,0.18,14966,0.50,0,0.00,0.07,11930928
2018/12,054620,APS홀딩스 *,199,디스플레이장비및부품,284,-36,-36,-62,12,12,-1,2832,476,2356,2338,,109,-54,159,-68,153,-207,298,-12.72,4.11,0.59,0.45,20.21,8441.33,58,72.83,12073,0.35,0,0.00,18.35,20394221
2019/12,054620,APS홀딩스 *,199,디스플레이장비및부품,232,-106,-106,-14,-46,-27,-19,2977,829,2148,2148,,109,-41,-208,189,180,-221,655,-45.70,-19.87,-1.22,-1.58,38.61,8290.47,-130,N/A,11675,0.87,,,,20394221
,265520,AP시스템 *,199,디스플레이장비및부품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,265520,AP시스템 *,199,디스플레이장비및부품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,265520,AP시스템 *,199,디스플레이장비및부품,9624,262,262,263,191,191,,4680,3785,895,895,,76,557,-467,453,81,476,1488,2.72,1.98,,,423.00,1071.22,1495,23.48,5856,5.99,0,0.00,2.32,13899212
2018/12,265520,AP시스템 *,199,디스플레이장비및부품,7142,458,458,279,252,252,,4210,3146,1064,1064,,76,-492,120,92,81,-573,1610,6.41,3.53,25.75,5.67,295.61,1326.13,1651,13.14,7014,3.09,150,0.69,9.82,14099511
2019/12,265520,AP시스템 *,199,디스플레이장비및부품,4621,284,284,124,95,95,,4210,3068,1141,1141,,76,181,74,-295,13,167,1411,6.15,2.04,8.57,2.25,268.87,1426.44,618,54.33,7523,4.47,50,0.15,11.67,14480227
2015/12,211270,AP위성 *,207,핸드셋,365,90,90,106,88,88,,421,45,376,376,,49,46,-59,,4,42,,24.67,24.15,26.51,22.43,12.05,666.95,904,,3857,0.00,0,,0.00,9742000
2016/12,211270,AP위성 *,207,핸드셋,249,16,16,73,60,60,,860,53,807,807,,75,-14,32,247,6,-20,,6.51,23.93,10.07,9.30,6.58,1112.39,462,19.02,5886,1.49,0,0.00,0.00,15014804
2017/12,211270,AP위성 *,207,핸드셋,300,27,27,1,1,1,,1037,217,821,821,,75,71,-81,12,4,67,0,9.06,0.22,0.08,0.07,26.40,1110.62,4,1954.73,5876,1.45,0,0.00,0.00,15014804
2018/12,211270,AP위성 *,207,핸드셋,428,9,9,-2,-7,-7,,997,182,815,815,,75,-11,68,-3,2,-13,0,2.06,-1.55,-0.81,-0.65,22.34,1099.39,-44,N/A,5806,1.11,0,0.00,0.00,15014804
2019/12,211270,AP위성 *,207,핸드셋,457,71,71,26,7,7,,1026,204,823,823,,75,71,-51,-1,51,21,2,15.60,1.56,0.87,0.71,24.78,1104.48,48,147.90,5840,1.20,70,1.00,138.15,15014804
2015/12,027410,BGF ,198,백화점과일반상점,43343,1836,1836,1965,1528,1517,12,16216,8479,7737,7732,5,248,3593,-4446,267,933,2660,678,4.24,3.53,22.77,10.33,109.59,3041.47,3072,28.78,15605,5.66,600,0.68,19.60,49547625
2016/12,027410,BGF ,198,백화점과일반상점,861,80,2172,199,1846,1835,11,19176,9754,9422,9240,182,495,3320,-1580,-2248,1181,2139,554,9.31,214.48,21.62,10.43,103.53,1779.47,3704,22.76,18649,4.52,800,0.95,21.60,49547625
2017/12,027410,BGF ,198,백화점과일반상점,1243,110,110,-43,34979,34976,2,8581,1329,7252,7082,170,323,3841,-3509,-1186,1746,2095,243,8.81,2813.01,428.57,252.03,18.32,13439.63,74962,0.20,21957,0.69,200,1.31,0.18,32263719
2018/12,027410,BGF ,198,백화점과일반상점,2206,295,295,523,472,483,-11,16249,927,15322,14991,,954,-292,294,-37,40,-332,277,13.36,21.40,4.37,3.80,6.05,1493.80,575,14.04,15720,0.51,35,0.43,6.91,95369179
2019/12,027410,BGF ,198,백화점과일반상점,2403,294,294,267,175,269,-94,16574,1291,15283,15026,,957,138,-4,-115,52,86,502,12.23,7.29,1.79,1.07,8.45,1495.87,281,19.91,15700,0.36,110,1.96,39.18,95716791
,282330,BGF리테일 ,198,백화점과일반상점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,282330,BGF리테일 ,198,백화점과일반상점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,282330,BGF리테일 ,198,백화점과일반상점,9387,265,265,350,280,280,,12774,8887,3886,3886,,173,-250,321,-17,238,-487,28,2.83,2.98,,,228.67,2026.93,9688,21.68,22497,9.33,1000,0.48,61.73,17283906
2018/12,282330,BGF리테일 ,198,백화점과일반상점,57759,1895,1895,2025,1542,1542,,14826,9609,5217,5217,,173,3458,-3242,-150,1806,1652,51,3.28,2.67,33.88,11.17,184.20,2788.51,8921,22.87,30198,6.76,2680,1.31,30.03,17283906
2019/12,282330,BGF리테일 ,198,백화점과일반상점,59461,1966,1966,2011,1514,1514,,21724,15498,6226,6226,,173,5328,-2939,-2462,1670,3658,5555,3.31,2.55,26.46,8.28,248.93,3372.48,8758,19.35,36040,4.70,2700,1.59,30.81,17283906
2015/12,138930,BNK금융지주 ,20,은행,51740,6962,6962,7001,5305,4855,450,902795,840889,61907,58862,3045,12797,7464,-8555,4361,1051,,131317,13.46,10.25,9.12,0.61,1358.31,383.79,1853,4.54,21665,0.39,141,1.68,7.91,271706454
2016/12,138930,BNK금융지주 ,20,은행,49127,7123,7123,6884,5181,5016,165,934822,863950,70872,67826,3045,16297,-11258,-3719,11978,1041,,136111,14.50,10.55,7.92,0.56,1219.04,334.89,1568,5.53,20811,0.42,230,2.65,14.94,325935246
2017/12,138930,BNK금융지주 ,20,은행,48098,5943,5943,5578,4250,4031,219,943500,866940,76560,70576,5985,16297,15302,-4273,-9320,1513,,127531,12.36,8.83,5.83,0.45,1132.36,369.80,1237,7.62,21654,0.44,230,2.44,18.60,325935246
2018/12,138930,BNK금융지주 ,20,은행,50986,7498,7498,7186,5381,5021,360,987936,903686,84250,76270,,16297,3544,-8538,6364,1253,,124314,14.71,10.55,6.84,0.56,1072.63,416.99,1540,4.76,23401,0.31,300,4.09,19.47,325935246
2019/12,138930,BNK금융지주 ,20,은행,52795,8069,8069,7934,5989,5622,367,1045388,953576,91812,82837,,16297,-4886,-8529,13395,1092,,138285,15.28,11.34,7.07,0.59,1038.62,463.39,1725,4.44,25416,0.30,360,4.70,20.87,325935246
2015/12,001460,BYC ,134,"섬유,의류,신발,호화품",1822,211,211,177,132,132,0,6915,3133,3781,3781,0,42,281,-837,591,823,-542,2014,11.60,7.22,3.55,2.02,82.87,8893.16,15694,29.28,453031,1.01,850,0.18,5.22,624615
2016/12,001460,BYC ,134,"섬유,의류,신발,호화품",2119,162,162,207,175,175,0,7330,3392,3939,3938,0,42,439,-379,181,429,10,2204,7.63,8.28,4.54,2.46,86.12,9274.05,20872,19.02,471887,0.84,800,0.20,3.87,624615
2017/12,001460,BYC ,134,"섬유,의류,신발,호화품",1958,172,172,96,62,62,0,7458,3465,3993,3994,0,42,235,-309,88,225,11,2285,8.79,3.16,1.56,0.84,86.77,9397.58,7379,41.47,478514,0.64,850,0.28,11.61,624615
2018/12,001460,BYC ,134,"섬유,의류,신발,호화품",1979,213,213,192,91,91,0,7384,3310,4074,4074,,42,491,-215,-207,155,335,2090,10.79,4.59,2.26,1.23,81.25,9637.68,10833,22.71,488186,0.50,1000,0.41,9.29,624615
2019/12,001460,BYC ,134,"섬유,의류,신발,호화품",1706,234,234,418,278,278,0,6939,2596,4343,4343,,42,187,419,-732,11,177,1378,13.71,16.29,6.60,3.88,59.76,10280.96,33063,7.15,520430,0.45,1100,0.47,3.34,624615
2015/12,001465,BYC우 ,134,"섬유,의류,신발,호화품",1822,211,211,177,132,132,0,6915,3133,3781,3781,0,42,281,-837,591,823,-542,2014,11.60,7.22,3.55,2.02,82.87,8893.16,15694,29.28,453031,1.01,850,0.18,5.22,624615
2016/12,001465,BYC우 ,134,"섬유,의류,신발,호화품",2119,162,162,207,175,175,0,7330,3392,3939,3938,0,42,439,-379,181,429,10,2204,7.63,8.28,4.54,2.46,86.12,9274.05,20872,19.02,471887,0.84,800,0.20,3.87,624615
2017/12,001465,BYC우 ,134,"섬유,의류,신발,호화품",1958,172,172,96,62,62,0,7458,3465,3993,3994,0,42,235,-309,88,225,11,2285,8.79,3.16,1.56,0.84,86.77,9397.58,7379,41.47,478514,0.64,850,0.28,11.61,624615
2018/12,001465,BYC우 ,134,"섬유,의류,신발,호화품",1979,213,213,192,91,91,0,7384,3310,4074,4074,,42,491,-215,-207,155,335,2090,10.79,4.59,2.26,1.23,81.25,9637.68,10833,22.71,488186,0.50,1000,0.41,9.29,624615
2019/12,001465,BYC우 ,134,"섬유,의류,신발,호화품",1706,234,234,418,278,278,0,6939,2596,4343,4343,,42,187,419,-732,11,177,1378,13.71,16.29,6.60,3.88,59.76,10280.96,33063,7.15,520430,0.45,1100,0.47,3.34,624615
2015/12,001040,CJ ,191,복합기업,211667,12253,12253,7349,5511,2058,3453,235621,136987,98635,36012,62623,1577,22956,-14615,-6371,11280,11676,86160,5.79,2.60,5.87,2.37,138.88,2228.07,5781,40.94,110305,2.15,1350,0.57,18.70,29133748
2016/12,001040,CJ ,191,복합기업,239542,12529,12529,7953,5698,2230,3468,270096,157551,112544,37358,75186,1579,20917,-33447,12305,13744,7174,97963,5.23,2.38,6.08,2.25,139.99,2338.27,6257,28.18,114276,1.54,1350,0.77,17.28,29176998
2017/12,001040,CJ ,191,복합기업,268986,13260,13260,15752,11377,4637,6740,293254,173332,119922,39298,80624,1579,22404,-28638,7182,22729,-325,105978,4.93,4.23,12.10,4.04,144.54,2601.61,13002,13.16,120209,1.42,1450,0.85,8.93,29176998
2018/12,001040,CJ ,191,복합기업,295234,13325,13325,13197,8800,2761,6040,317295,192077,125218,40587,,1579,15411,-21260,8274,24583,-9172,120449,4.51,2.98,6.91,2.88,153.39,2741.67,7741,15.70,125257,0.97,1450,1.19,14.84,29176998
2019/12,001040,CJ ,191,복합기업,337797,15092,15092,5971,3238,2671,567,403814,257663,146151,45096,,1790,38646,-48957,11671,22048,16598,169744,4.47,0.96,6.24,0.90,176.30,2527.96,7491,12.90,134491,0.72,1850,1.92,23.26,29176998
2015/12,079160,CJ CGV ,204,방송과엔터테인먼트,11935,669,669,728,522,519,3,14176,9724,4452,4211,241,106,1517,-2273,1065,1919,-403,5793,5.61,4.37,12.94,3.91,218.43,3948.38,2164,52.83,17538,6.52,308,0.27,14.26,24008940
2016/12,079160,CJ CGV ,204,방송과엔터테인먼트,14322,703,703,180,56,123,-67,25418,16213,9205,3736,5469,106,1878,-8354,7054,1913,-35,10709,4.91,0.39,3.10,0.28,176.13,3967.39,514,124.26,15560,4.10,308,0.48,60.03,24008940
2017/12,079160,CJ CGV ,204,방송과엔터테인먼트,17144,862,862,115,100,-14,114,24601,16824,7777,3080,4697,106,1943,-2859,360,2782,-839,10617,5.03,0.59,-0.41,0.40,216.35,3873.67,-58,N/A,12828,5.25,308,0.46,-528.08,24008940
2018/12,079160,CJ CGV ,204,방송과엔터테인먼트,17694,777,777,-2105,-1885,-1407,-479,22342,16839,5503,2597,,106,1053,-400,-58,2453,-1400,9253,4.39,-10.66,-49.56,-8.03,306.01,2566.82,-5858,N/A,10815,3.44,176,0.47,-3.01,24008940
2019/12,079160,CJ CGV ,204,방송과엔터테인먼트,19423,1220,1220,-2286,-2391,-1526,-864,45240,39229,6011,2704,,106,2833,-2285,1050,1993,841,30555,6.28,-12.31,-57.60,-7.07,652.62,994.32,-6358,N/A,11261,2.78,0,0.00,0.00,24008940
2015/12,035760,CJ ENM *,204,방송과엔터테인먼트,23086,2097,2097,1623,1120,847,273,29882,16381,13501,9119,4383,311,4404,-1879,-2085,1202,3202,10177,9.08,4.85,9.62,3.65,121.33,2868.10,13650,13.98,151243,1.26,2500,1.31,17.79,6215518
2016/12,035760,CJ ENM *,204,방송과엔터테인먼트,22086,1789,1789,621,326,234,92,27536,13907,13629,9174,4455,311,4161,-3291,-2980,1276,2884,7266,8.10,1.47,2.56,1.14,102.04,2885.64,3769,43.22,152157,1.07,2500,1.53,64.34,6215518
2017/12,035760,CJ ENM *,204,방송과엔터테인먼트,22600,2245,2245,1843,1434,1309,126,28018,13177,14841,10283,4558,311,3300,-2564,-618,1832,1468,6847,9.93,6.35,13.45,5.16,88.79,3232.31,21054,10.97,170555,1.35,3000,1.30,13.82,6215518
2018/12,035760,CJ ENM *,204,방송과엔터테인먼트,23604,1821,1821,1639,1842,1626,216,67549,33293,34256,27632,,1106,5867,-1584,-889,2292,3575,19267,7.71,7.80,8.58,3.86,97.19,2998.11,11514,17.54,140757,1.43,1200,0.59,14.48,21926384
2019/12,035760,CJ ENM *,204,방송과엔터테인먼트,37897,2694,2694,1896,586,1042,-456,54349,22830,31519,29465,,1106,7434,-2877,-6413,2823,4610,8243,7.11,1.55,3.65,0.96,72.43,3142.72,4754,33.57,150071,1.06,1400,0.88,26.37,21929154
2015/12,00104K,CJ4우(전환) ,191,복합기업,211667,12253,12253,7349,5511,2058,3453,235621,136987,98635,36012,62623,1577,22956,-14615,-6371,11280,11676,86160,5.79,2.60,5.87,2.37,138.88,2228.07,5781,40.94,110305,2.15,1350,0.57,18.70,29133748
2016/12,00104K,CJ4우(전환) ,191,복합기업,239542,12529,12529,7953,5698,2230,3468,270096,157551,112544,37358,75186,1579,20917,-33447,12305,13744,7174,97963,5.23,2.38,6.08,2.25,139.99,2338.27,6257,28.18,114276,1.54,1350,0.77,17.28,29176998
2017/12,00104K,CJ4우(전환) ,191,복합기업,268986,13260,13260,15752,11377,4637,6740,293254,173332,119922,39298,80624,1579,22404,-28638,7182,22729,-325,105978,4.93,4.23,12.10,4.04,144.54,2601.61,13002,13.16,120209,1.42,1450,0.85,8.93,29176998
2018/12,00104K,CJ4우(전환) ,191,복합기업,295234,13325,13325,13197,8800,2761,6040,317295,192077,125218,40587,,1579,15411,-21260,8274,24583,-9172,120449,4.51,2.98,6.91,2.88,153.39,2741.67,7741,15.70,125257,0.97,1450,1.19,14.84,29176998
2019/12,00104K,CJ4우(전환) ,191,복합기업,337797,15092,15092,5971,3238,2671,567,403814,257663,146151,45096,,1790,38646,-48957,11671,22048,16598,169744,4.47,0.96,6.24,0.90,176.30,2527.96,7491,12.90,134491,0.72,1850,1.92,23.26,29176998
2015/12,000120,CJ대한통운 ,234,항공화물운송과물류,50558,1866,1866,803,490,459,30,45005,21288,23717,23233,484,1141,1719,-864,-1008,873,846,14047,3.69,0.97,2.01,1.08,89.76,2397.03,2014,94.84,131810,1.45,0,0.00,0.00,22812344
2016/12,000120,CJ대한통운 ,234,항공화물운송과물류,60819,2284,2284,910,682,558,124,55212,27819,27393,23461,3932,1141,2084,-7055,5432,2332,-248,17962,3.76,1.12,2.39,1.36,101.56,2446.27,2446,73.19,133105,1.34,,,0.00,22812344
2017/12,000120,CJ대한통운 ,234,항공화물운송과물류,71104,2357,2357,884,542,468,74,62860,35262,27598,23487,4111,1141,2464,-6896,4565,4846,-2382,22410,3.31,0.76,1.99,0.92,127.77,2453.87,2050,68.28,133253,1.05,,,0.00,22812344
2018/12,000120,CJ대한통운 ,234,항공화물운송과물류,92197,2427,2427,998,666,527,139,78686,47378,31307,26541,,1141,618,-8435,7785,5197,-4578,29212,2.63,0.72,2.11,0.94,151.33,2500.96,2309,72.33,146187,1.14,,,0.00,22812344
2019/12,000120,CJ대한통운 ,234,항공화물운송과물류,104151,3072,3072,938,509,397,112,91100,54548,36552,29918,,1141,8492,-3187,-4726,4144,4348,31120,2.95,0.49,1.41,0.60,149.23,2489.33,1741,89.01,164787,0.94,,,0.00,22812344
2015/12,011150,CJ씨푸드 ,38,식품,1617,56,56,46,26,26,,936,436,500,500,,181,312,-210,-99,225,87,189,3.49,1.58,5.24,2.62,87.15,180.21,71,49.40,1384,2.52,0,0.00,0.00,35930773
2016/12,011150,CJ씨푸드 ,38,식품,1737,59,59,56,54,54,,1197,645,553,553,,181,-55,-84,131,95,-150,332,3.37,3.09,10.21,5.04,116.59,209.45,149,23.33,1530,2.27,,,0.00,35930773
2017/12,011150,CJ씨푸드 ,38,식품,1646,66,66,59,46,46,,1202,602,601,601,,181,156,-111,-46,110,46,290,3.98,2.79,7.96,3.83,100.18,236.16,127,22.63,1662,1.73,,,0.00,35930773
2018/12,011150,CJ씨푸드 ,38,식품,1507,41,41,30,22,22,,1265,647,618,618,,181,-10,-69,86,86,-96,384,2.74,1.43,3.54,1.75,104.83,246.97,60,38.90,1710,1.36,,,0.00,35930773
2019/12,011150,CJ씨푸드 ,38,식품,1492,37,37,27,18,18,,1273,630,644,644,,181,73,-47,-35,87,-14,357,2.48,1.23,2.90,1.44,97.89,256.12,51,53.27,1781,1.51,,,,35930773
2015/12,011155,CJ씨푸드1우 ,38,식품,1617,56,56,46,26,26,,936,436,500,500,,181,312,-210,-99,225,87,189,3.49,1.58,5.24,2.62,87.15,180.21,71,49.40,1384,2.52,0,0.00,0.00,35930773
2016/12,011155,CJ씨푸드1우 ,38,식품,1737,59,59,56,54,54,,1197,645,553,553,,181,-55,-84,131,95,-150,332,3.37,3.09,10.21,5.04,116.59,209.45,149,23.33,1530,2.27,,,0.00,35930773
2017/12,011155,CJ씨푸드1우 ,38,식품,1646,66,66,59,46,46,,1202,602,601,601,,181,156,-111,-46,110,46,290,3.98,2.79,7.96,3.83,100.18,236.16,127,22.63,1662,1.73,,,0.00,35930773
2018/12,011155,CJ씨푸드1우 ,38,식품,1507,41,41,30,22,22,,1265,647,618,618,,181,-10,-69,86,86,-96,384,2.74,1.43,3.54,1.75,104.83,246.97,60,38.90,1710,1.36,,,0.00,35930773
2019/12,011155,CJ씨푸드1우 ,38,식품,1492,37,37,27,18,18,,1273,630,644,644,,181,73,-47,-35,87,-14,357,2.48,1.23,2.90,1.44,97.89,256.12,51,53.27,1781,1.51,,,,35930773
2015/12,001045,CJ우 ,191,복합기업,211667,12253,12253,7349,5511,2058,3453,235621,136987,98635,36012,62623,1577,22956,-14615,-6371,11280,11676,86160,5.79,2.60,5.87,2.37,138.88,2228.07,5781,40.94,110305,2.15,1350,0.57,18.70,29133748
2016/12,001045,CJ우 ,191,복합기업,239542,12529,12529,7953,5698,2230,3468,270096,157551,112544,37358,75186,1579,20917,-33447,12305,13744,7174,97963,5.23,2.38,6.08,2.25,139.99,2338.27,6257,28.18,114276,1.54,1350,0.77,17.28,29176998
2017/12,001045,CJ우 ,191,복합기업,268986,13260,13260,15752,11377,4637,6740,293254,173332,119922,39298,80624,1579,22404,-28638,7182,22729,-325,105978,4.93,4.23,12.10,4.04,144.54,2601.61,13002,13.16,120209,1.42,1450,0.85,8.93,29176998
2018/12,001045,CJ우 ,191,복합기업,295234,13325,13325,13197,8800,2761,6040,317295,192077,125218,40587,,1579,15411,-21260,8274,24583,-9172,120449,4.51,2.98,6.91,2.88,153.39,2741.67,7741,15.70,125257,0.97,1450,1.19,14.84,29176998
2019/12,001045,CJ우 ,191,복합기업,337797,15092,15092,5971,3238,2671,567,403814,257663,146151,45096,,1790,38646,-48957,11671,22048,16598,169744,4.47,0.96,6.24,0.90,176.30,2527.96,7491,12.90,134491,0.72,1850,1.92,23.26,29176998
2015/12,097950,CJ제일제당 ,234,항공화물운송과물류,129245,7514,7514,3648,2537,1893,644,137513,83660,53852,31431,22421,724,11546,-6930,-3645,6735,4811,57462,5.81,1.96,6.18,1.87,155.35,4496.86,13073,28.88,222486,1.70,2500,0.66,18.70,13158198
2016/12,097950,CJ제일제당 ,234,항공화물운송과물류,145633,8436,8436,5284,3535,2759,776,157662,97058,60605,34094,26511,724,8001,-14089,7259,8454,-453,66622,5.79,2.43,8.42,2.40,160.15,4818.68,19044,18.77,241270,1.48,2500,0.70,12.83,13161898
2017/12,097950,CJ제일제당 ,234,항공화물운송과물류,164772,7766,7766,5843,4128,3702,426,168681,107243,61439,33749,27689,725,11808,-14639,2654,14504,-2695,71344,4.71,2.50,10.91,2.53,174.55,5152.20,25536,14.33,238582,1.53,3000,0.82,11.48,13176748
2018/12,097950,CJ제일제당 ,234,항공화물운송과물류,186701,8327,8327,12942,9254,8752,502,194970,121888,73082,47828,,819,4714,-10346,5210,16754,-12040,79353,4.46,4.96,21.46,5.09,166.78,6233.74,54173,6.10,298494,1.11,3500,1.06,6.42,15054186
2019/12,097950,CJ제일제당 ,234,항공화물운송과물류,223525,8969,8969,3388,1910,1525,385,262806,167992,94815,48809,,819,21431,-31899,12287,15539,5892,100455,4.01,0.86,3.16,0.83,177.18,6220.80,9312,27.12,304613,0.83,3500,1.39,36.81,15054186
2015/12,097955,CJ제일제당 우 ,234,항공화물운송과물류,129245,7514,7514,3648,2537,1893,644,137513,83660,53852,31431,22421,724,11546,-6930,-3645,6735,4811,57462,5.81,1.96,6.18,1.87,155.35,4496.86,13073,28.88,222486,1.70,2500,0.66,18.70,13158198
2016/12,097955,CJ제일제당 우 ,234,항공화물운송과물류,145633,8436,8436,5284,3535,2759,776,157662,97058,60605,34094,26511,724,8001,-14089,7259,8454,-453,66622,5.79,2.43,8.42,2.40,160.15,4818.68,19044,18.77,241270,1.48,2500,0.70,12.83,13161898
2017/12,097955,CJ제일제당 우 ,234,항공화물운송과물류,164772,7766,7766,5843,4128,3702,426,168681,107243,61439,33749,27689,725,11808,-14639,2654,14504,-2695,71344,4.71,2.50,10.91,2.53,174.55,5152.20,25536,14.33,238582,1.53,3000,0.82,11.48,13176748
2018/12,097955,CJ제일제당 우 ,234,항공화물운송과물류,186701,8327,8327,12942,9254,8752,502,194970,121888,73082,47828,,819,4714,-10346,5210,16754,-12040,79353,4.46,4.96,21.46,5.09,166.78,6233.74,54173,6.10,298494,1.11,3500,1.06,6.42,15054186
2019/12,097955,CJ제일제당 우 ,234,항공화물운송과물류,223525,8969,8969,3388,1910,1525,385,262806,167992,94815,48809,,819,21431,-31899,12287,15539,5892,100455,4.01,0.86,3.16,0.83,177.18,6220.80,9312,27.12,304613,0.83,3500,1.39,36.81,15054186
2015/12,051500,CJ프레시웨이 *,227,식품과기본식료품소매,20724,315,315,120,67,109,-42,7588,5533,2055,2063,-8,119,-184,-377,597,189,-374,2079,1.52,0.32,5.46,0.93,269.24,1271.34,957,86.84,17380,4.78,200,0.24,21.86,11871586
2016/12,051500,CJ프레시웨이 *,227,식품과기본식료품소매,23279,210,210,-50,-58,-47,-12,8505,6085,2420,1902,518,119,-48,-537,600,141,-190,2316,0.90,-0.25,-2.36,-0.73,251.40,1135.93,-393,N/A,16021,2.43,200,0.51,-50.84,11871586
2017/12,051500,CJ프레시웨이 *,227,식품과기본식료품소매,25044,439,439,12,12,-15,27,9026,6672,2355,1802,552,119,234,-335,533,268,-34,2967,1.75,0.05,-0.83,0.14,283.32,1060.98,-129,N/A,15181,2.62,200,0.50,-154.62,11871586
