,Share Code,Share Name,Market Code,Market Name,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,  당기순이익(지배),  당기순이익(비지배),자산총계,부채총계,자본총계,  자본총계(지배),  자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주)
2020/09,051500,CJ프레시웨이 *,227,식품과기본식료품소매,6513,118,118,-26,-42,-37,-5,13098,10368,2730,1719,1012,119,672,-200,-323,131,542,5774,1.82,-0.65,-14.54,-2.00,379.70,793.46,-314,N/A,14476,1.17,,,0.00,11871586
2019/09,058820,CMG제약 *,35,제약,150,6,6,10,10,10,,1931,132,1799,1799,,694,1,-553,732,38,-37,3,4.04,6.92,4.83,4.43,7.36,157.92,8,48.86,1295,2.12,,,0.00,138892244
2019/12,058820,CMG제약 *,35,제약,160,10,10,3,3,3,,1922,121,1802,1802,,694,-9,-27,-4,3,-12,3,6.19,2.16,2.15,1.99,6.71,158.20,2,175.07,1297,3.28,,,0.00,138892244
2020/03,058820,CMG제약 *,35,제약,145,2,2,12,12,12,,1961,145,1816,1816,,694,18,-91,-1,33,-16,8,1.53,8.38,2.62,2.39,8.00,160.15,9,128.48,1308,2.81,,,0.00,138892244
2020/06,058820,CMG제약 *,35,제약,159,4,4,8,9,9,,1992,167,1826,1826,,694,11,-7,-1,2,10,7,2.83,5.55,2.42,2.19,9.13,161.40,6,154.62,1314,3.02,,,0.00,138892244
2020/09,058820,CMG제약 *,35,제약,171,7,7,7,6,6,,2031,198,1833,1833,,694,49,-113,-1,31,17,6,3.82,3.33,1.66,1.52,10.80,162.31,4,203.98,1320,3.36,,,0.00,138892244
2019/09,023460,CNH *,183,기타금융,485,46,46,40,29,27,2,4329,3246,1083,1032,,930,-161,95,130,11,,1520,9.55,6.03,2.83,0.86,299.81,17.97,73,18.62,2852,0.52,0,,0.00,37200000
2019/12,023460,CNH *,183,기타금융,642,63,63,58,35,33,1,4653,3555,1098,1046,,930,85,-37,140,34,,1592,9.84,5.42,15.27,4.03,323.82,19.99,90,4.62,2910,0.66,30,,32.20,37200000
2020/03,023460,CNH *,183,기타금융,580,-110,-110,-110,-92,-97,5,4698,3704,994,937,57,930,-290,-19,148,25,,1729,-18.92,-15.91,0.03,0.23,372.57,9.05,-261,1477.18,2616,0.52,,,0.00,37200000
2020/06,023460,CNH *,183,기타금융,620,120,120,113,81,78,2,4637,3560,1076,1017,60,930,-83,15,16,14,,1797,19.34,13.02,3.98,1.18,330.82,18.25,211,12.56,2857,0.49,,,0.00,37200000
2020/09,023460,CNH *,183,기타금융,807,231,231,210,165,163,3,4882,3688,1194,1132,62,930,-28,1,58,2,,1796,28.65,20.48,16.39,4.09,308.85,32.20,437,3.25,3254,0.48,,,0.00,37200000
2019/09,065770,CS *,136,통신장비,94,-1,-1,1,1,2,0,279,57,222,222,,94,7,4,-2,0,7,4,-0.77,1.58,1.93,1.38,25.53,164.00,8,148.43,1181,2.87,,,0.00,18835150
2019/12,065770,CS *,136,통신장비,75,0,0,0,-1,-1,,272,54,218,218,,94,-2,-8,-1,0,-3,2,-0.08,-1.75,-2.34,-1.80,24.95,162.11,-7,N/A,1155,2.40,,,0.00,18835150
2020/03,065770,CS *,136,통신장비,59,-6,-6,-4,-4,-4,,284,71,214,214,,94,-16,16,-2,1,-17,11,-9.67,-7.29,-1.70,-1.40,33.08,157.53,-23,N/A,1135,1.54,,,0.00,18835150
2020/06,065770,CS *,136,통신장비,127,2,2,2,2,2,,277,61,216,216,,94,9,19,-2,0,9,9,1.60,1.93,-0.75,-0.60,28.25,160.07,13,N/A,1149,1.99,,,0.00,18835150
2020/09,065770,CS *,136,통신장비,108,3,3,3,3,3,,292,72,220,220,,94,22,22,-1,0,22,8,2.59,3.09,0.06,0.05,32.65,163.65,18,3434.94,1168,2.21,,,0.00,18835150
2019/09,083660,CSA 코스믹 *,206,화장품,164,-8,-8,-16,-16,-16,,333,133,200,200,,99,-40,4,0,0,-40,42,-5.08,-9.99,-20.59,-13.11,66.65,89.86,-83,N/A,1011,4.13,0,,0.00,19747641
2019/12,083660,CSA 코스믹 *,206,화장품,138,-27,-27,-36,-36,-36,,332,167,165,165,,99,16,10,-7,0,16,54,-19.61,-25.91,-38.05,-21.61,101.10,47.65,-181,N/A,836,4.99,0,,0.00,19747641
2020/03,083660,CSA 코스믹 *,206,화장품,143,-5,-5,-4,-4,-4,,290,128,162,162,,99,-10,9,-4,0,-10,51,-3.66,-2.97,-35.83,-20.44,78.91,43.34,-22,N/A,822,5.07,,,0.00,19747641
2020/06,083660,CSA 코스믹 *,206,화장품,186,17,17,16,16,16,,543,274,270,270,,185,25,46,1,1,25,139,9.38,8.78,-16.59,-8.67,101.57,42.83,44,N/A,783,5.32,,,0.00,37072045
2020/09,083660,CSA 코스믹 *,206,화장품,138,-4,-4,-14,-14,-14,,488,232,256,256,,185,-48,4,-14,4,-52,128,-3.02,-10.41,-16.75,-9.29,90.81,35.09,-39,N/A,743,3.96,,,0.00,37072045
2019/09,000590,CS홀딩스 ,62,철강,330,44,44,66,54,34,20,3132,287,2845,2253,,58,70,-236,-18,13,58,19,13.40,16.30,4.61,5.62,10.10,3972.68,2963,6.56,196356,0.30,0,,0.00,1154482
2019/12,000590,CS홀딩스 ,62,철강,357,46,46,31,26,12,15,3143,281,2862,2258,,58,33,-33,0,40,-6,25,12.96,7.35,4.35,5.37,9.83,3993.36,1008,6.98,196805,0.30,500,,49.31,1154482
2020/03,000590,CS홀딩스 ,62,철강,347,43,43,85,69,44,25,3209,303,2905,2290,615,58,19,162,-12,46,-28,25,12.51,20.04,5.27,6.29,10.43,4060.39,3848,3.91,199618,0.20,,,0.00,1154482
2020/06,000590,CS홀딩스 ,62,철강,343,52,52,45,38,24,14,3233,294,2940,2313,627,58,47,-139,-17,70,-23,24,15.08,11.13,5.05,5.93,9.99,4098.43,2105,6.00,201592,0.30,,,0.00,1154482
2020/09,000590,CS홀딩스 ,62,철강,301,30,30,21,19,11,8,3248,292,2957,2322,634,58,53,189,-1,37,16,25,10.12,6.23,3.98,4.79,9.87,4116.87,922,6.75,202418,0.26,,,0.00,1154482
2019/09,012030,DB ,154,IT서비스,582,45,45,36,31,31,,3038,1352,1687,1687,,1006,68,-13,-14,1,68,814,7.73,5.29,3.08,1.68,80.16,194.26,15,29.99,883,0.86,,,0.00,201173933
2019/12,012030,DB ,154,IT서비스,681,34,34,-31,-52,-52,,3632,1522,2110,2110,,1006,135,-64,-39,4,131,926,5.04,-7.60,2.53,1.35,72.12,188.73,-26,40.19,1104,0.80,,,,201173933
2020/03,012030,DB ,154,IT서비스,648,78,78,85,67,67,,3423,1503,1920,1920,,1006,65,-3,-14,1,64,916,12.03,10.30,4.16,2.19,78.25,195.36,33,16.05,1005,0.56,,,0.00,201173933
2020/06,012030,DB ,154,IT서비스,699,86,86,72,54,54,,3667,1424,2243,2243,,1006,-23,-110,-36,1,-24,882,12.24,7.72,5.17,3.00,63.49,200.73,27,13.93,1174,0.59,,,,201173933
2020/09,012030,DB ,154,IT서비스,632,42,42,28,22,22,,4067,1430,2637,2637,,1006,83,24,-47,3,80,833,6.59,3.49,4.21,2.56,54.23,202.92,11,15.51,1380,0.51,,,0.00,201173933
,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/03,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,367340,DB금융스팩8호 *,109,창업투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1050000
2019/09,016610,DB금융투자 ,12,증권,2121,135,135,134,49,24,25,75469,67436,8033,6927,,2122,1237,29,-596,3,,11795,6.34,2.33,5.32,0.61,839.45,282.07,57,5.35,16719,0.27,0,,0.00,42446389
2019/12,016610,DB금융투자 ,12,증권,2605,138,138,147,98,76,22,84224,76109,8116,6997,,2122,-4447,-2,5020,10,,12974,5.29,3.76,7.15,0.76,937.78,285.96,179,3.70,16889,0.25,250,,136.30,42446389
2020/03,016610,DB금융투자 ,12,증권,6502,45,45,46,32,29,3,93919,85886,8034,6917,1117,2122,-691,-18,213,8,,10979,0.70,0.49,4.12,0.42,1069.08,282.08,68,4.57,16696,0.18,,,0.00,42446389
2020/06,016610,DB금융투자 ,12,증권,2830,326,326,330,251,205,45,92881,84493,8388,7226,1162,2122,354,-1,171,4,,13240,11.51,8.86,4.74,0.50,1007.30,298.79,484,4.03,17442,0.18,,,0.00,42446389
2020/09,016610,DB금융투자 ,12,증권,3236,410,410,414,293,289,4,89104,80421,8684,7519,1165,2122,3284,-12,-3052,5,,12601,12.68,9.05,8.30,0.82,926.09,312.72,682,2.75,18148,0.21,,,0.00,42446389
2019/09,005830,DB손해보험 ,190,손해보험,48635,1809,1809,1785,1303,1275,27,552361,486287,66075,64040,,354,13948,-14952,-305,26,,6584,3.72,2.68,7.12,0.76,735.97,18648.93,1801,9.24,101172,0.51,0,,0.00,70800000
2019/12,005830,DB손해보험 ,190,손해보험,45891,704,704,773,562,572,-10,557778,496287,61491,59490,,354,2032,-1030,135,28,,9906,1.53,1.23,6.84,0.72,807.09,17354.08,807,9.81,93984,0.56,1500,,166.08,70800000
2020/03,005830,DB손해보험 ,190,손해보험,53441,2039,2039,2022,1553,1569,-17,563246,502924,60322,59436,886,354,3782,-2674,-1293,46,,9985,3.82,2.90,8.06,0.85,833.73,17202.42,2216,5.38,96905,0.36,0,,0.00,70800000
2020/06,005830,DB손해보험 ,190,손해보험,46504,2590,2590,2717,2011,1997,13,579154,514735,64420,63519,901,354,1122,3443,-2169,27,,9516,5.57,4.32,8.79,0.97,799.03,18528.42,2821,5.60,105788,0.41,0,,0.00,70800000
2020/09,005830,DB손해보험 ,190,손해보험,47519,1761,1761,1898,1435,1420,16,587439,520638,66801,65884,917,354,4646,-6459,462,81,,10078,3.71,3.02,8.55,0.98,779.39,19201.13,2005,5.76,109727,0.41,0,,0.00,70800000
2019/09,000990,DB하이텍 ,202,반도체와반도체장비,2223,618,618,594,446,446,,11171,4812,6360,6360,,2226,621,319,-849,190,431,2513,27.79,20.08,18.65,10.08,75.66,221.59,1003,6.50,14644,1.09,0,,0.00,44398588
2019/12,000990,DB하이텍 ,202,반도체와반도체장비,2120,478,478,226,125,125,,10889,4442,6447,6447,,2226,604,-435,30,313,292,2527,22.56,5.90,17.38,9.70,68.91,226.34,281,11.75,14844,1.86,350,,121.60,44398588
2020/03,000990,DB하이텍 ,202,반도체와반도체장비,2258,647,647,657,551,551,,11475,4626,6849,6849,,2226,548,-707,-46,200,347,2509,28.67,24.39,23.05,12.85,67.55,244.25,1237,6.72,15768,1.37,0,,0.00,44398588
2020/06,000990,DB하이텍 ,202,반도체와반도체장비,2417,771,771,679,504,504,,11191,3840,7351,7351,,2226,561,-84,-812,538,24,1700,31.89,20.84,24.51,14.42,52.24,266.83,1131,7.90,16924,1.70,0,,0.00,44398588
2020/09,000990,DB하이텍 ,202,반도체와반도체장비,2406,671,671,612,470,470,,11574,3758,7816,7816,,2226,1034,-626,-210,201,833,1482,27.89,19.55,23.28,14.51,48.09,287.96,1057,10.12,17994,2.08,0,,0.00,44398588
2019/09,000995,DB하이텍1우 ,202,반도체와반도체장비,2223,618,618,594,446,446,,11171,4812,6360,6360,,2226,621,319,-849,190,431,2513,27.79,20.08,18.65,10.08,75.66,221.59,1003,6.50,14644,1.09,0,,0.00,44398588
2019/12,000995,DB하이텍1우 ,202,반도체와반도체장비,2120,478,478,226,125,125,,10889,4442,6447,6447,,2226,604,-435,30,313,292,2527,22.56,5.90,17.38,9.70,68.91,226.34,281,11.75,14844,1.86,350,,121.60,44398588
2020/03,000995,DB하이텍1우 ,202,반도체와반도체장비,2258,647,647,657,551,551,,11475,4626,6849,6849,,2226,548,-707,-46,200,347,2509,28.67,24.39,23.05,12.85,67.55,244.25,1237,6.72,15768,1.37,0,,0.00,44398588
2020/06,000995,DB하이텍1우 ,202,반도체와반도체장비,2417,771,771,679,504,504,,11191,3840,7351,7351,,2226,561,-84,-812,538,24,1700,31.89,20.84,24.51,14.42,52.24,266.83,1131,7.90,16924,1.70,0,,0.00,44398588
2020/09,000995,DB하이텍1우 ,202,반도체와반도체장비,2406,671,671,612,470,470,,11574,3758,7816,7816,,2226,1034,-626,-210,201,833,1482,27.89,19.55,23.28,14.51,48.09,287.96,1057,10.12,17994,2.08,0,,0.00,44398588
2019/09,139130,DGB금융지주 ,20,은행,12684,1039,1039,1062,803,706,97,697397,643064,54334,46079,,8457,6448,-21,-7219,148,,84402,8.20,6.33,8.46,0.64,1183.54,542.45,417,3.36,27242,0.27,0,,0.00,169145833
2019/12,139130,DGB금융지주 ,20,은행,11520,560,560,482,633,553,80,723977,669694,54283,46170,,8457,-3520,418,3308,216,,91821,4.86,5.49,7.31,0.53,1233.70,541.85,327,3.68,27296,0.26,410,,125.41,169145833
2020/03,139130,DGB금융지주 ,20,은행,19440,1333,1333,1300,977,882,95,753074,697443,55631,47541,8090,8457,-23077,1379,25546,88,,102557,6.86,5.02,6.81,0.48,1253.70,557.78,521,2.49,28106,0.16,0,,0.00,169145833
2020/06,139130,DGB금융지주 ,20,은행,12169,1330,1330,1405,1088,969,119,782427,725690,56737,48604,8132,8457,-6249,-3685,12171,62,,108072,10.93,8.94,6.63,0.47,1279.04,570.86,573,2.78,28735,0.18,0,,0.00,169145833
2020/09,139130,DGB금융지주 ,20,은행,11841,1315,1315,1361,1035,912,123,796464,738280,58184,50005,8178,8457,8808,-1658,-6015,143,,110567,11.10,8.74,6.90,0.50,1268.88,587.97,539,2.80,29563,0.19,0,,0.00,169145833
2019/09,001530,DI동일 ,134,"섬유,의류,신발,호화품",2342,133,133,172,128,81,47,9868,4604,5263,4936,,121,64,-120,-162,163,-100,2830,5.69,5.47,0.34,1.77,87.48,4287.10,3238,118.26,265854,0.30,0,0.00,0.00,2510655
2019/12,001530,DI동일 ,134,"섬유,의류,신발,호화품",2244,73,73,-8,-12,-18,6,9570,4315,5255,4917,,121,211,-18,-177,78,134,2710,3.23,-0.55,2.55,2.77,82.11,4258.69,-716,14.75,264782,0.28,1447,1.99,-147.48,2510655
2020/03,001530,DI동일 ,134,"섬유,의류,신발,호화품",2225,98,98,103,61,27,34,9920,4685,5235,4940,295,121,-106,-52,154,62,-169,2909,4.42,2.76,3.10,2.99,89.50,4257.48,1086,8.64,266731,0.20,0,0.00,0.00,2510655
2020/06,001530,DI동일 ,134,"섬유,의류,신발,호화품",2399,193,193,229,176,114,63,9790,4379,5411,5059,352,123,257,57,-328,47,210,2589,8.04,7.36,4.13,3.58,80.93,4273.67,4538,8.09,273933,0.24,0,0.00,0.00,2510655
2020/09,001530,DI동일 ,134,"섬유,의류,신발,호화품",2232,136,136,87,53,17,35,9945,4489,5456,5069,387,123,196,-44,-29,33,163,2559,6.10,2.37,2.81,2.81,82.27,4287.83,693,15.27,274460,0.32,0,0.00,0.00,2510655
2019/09,000210,DL ,42,건설,21635,2230,2230,2269,1783,1605,178,129293,63847,65446,58279,,2185,2510,1128,-601,265,2246,25295,10.31,8.24,9.32,4.42,97.56,2647.62,4157,7.65,150981,0.69,0,,0.00,34800000
2019/12,000210,DL ,42,건설,27469,3685,3685,2190,1496,1475,21,134452,67085,67367,59373,,2185,5384,-126,-452,420,4964,27166,13.41,5.45,11.74,5.41,99.58,2685.75,3822,5.25,153815,0.59,1300,,34.14,34800000
2020/03,000210,DL ,42,건설,25094,2902,2902,3010,2232,1989,243,141451,72522,68929,60712,8217,2185,6589,-7345,3384,469,6120,30860,11.56,8.89,11.07,5.07,105.21,2753.74,5153,4.43,157285,0.47,0,,0.00,34800000
2020/06,000210,DL ,42,건설,25477,3071,3071,3492,1885,1791,94,140281,69339,70943,62615,8327,2185,-1630,-2268,174,2330,-3960,30814,12.05,7.40,11.49,5.46,97.74,2835.55,4640,4.63,162216,0.51,0,,0.00,34800000
2020/09,000210,DL ,42,건설,22219,2496,2496,2954,2291,2037,254,139520,68108,71412,65234,6178,2185,861,-1909,182,693,168,32454,11.23,10.31,11.81,5.88,95.37,2959.79,5278,4.10,169000,0.46,0,,0.00,34800000
2019/09,000215,DL우 ,42,건설,21635,2230,2230,2269,1783,1605,178,129293,63847,65446,58279,,2185,2510,1128,-601,265,2246,25295,10.31,8.24,9.32,4.42,97.56,2647.62,4157,7.65,150981,0.69,0,,0.00,34800000
2019/12,000215,DL우 ,42,건설,27469,3685,3685,2190,1496,1475,21,134452,67085,67367,59373,,2185,5384,-126,-452,420,4964,27166,13.41,5.45,11.74,5.41,99.58,2685.75,3822,5.25,153815,0.59,1300,,34.14,34800000
2020/03,000215,DL우 ,42,건설,25094,2902,2902,3010,2232,1989,243,141451,72522,68929,60712,8217,2185,6589,-7345,3384,469,6120,30860,11.56,8.89,11.07,5.07,105.21,2753.74,5153,4.43,157285,0.47,0,,0.00,34800000
2020/06,000215,DL우 ,42,건설,25477,3071,3071,3492,1885,1791,94,140281,69339,70943,62615,8327,2185,-1630,-2268,174,2330,-3960,30814,12.05,7.40,11.49,5.46,97.74,2835.55,4640,4.63,162216,0.51,0,,0.00,34800000
2020/09,000215,DL우 ,42,건설,22219,2496,2496,2954,2291,2037,254,139520,68108,71412,65234,6178,2185,861,-1909,182,693,168,32454,11.23,10.31,11.81,5.88,95.37,2959.79,5278,4.10,169000,0.46,0,,0.00,34800000
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,375500,DL이앤씨 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12,37550K,DL이앤씨우 ,42,건설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/09,068790,DMS *,199,디스플레이장비및부품,483,63,63,101,76,76,0,2877,1215,1662,1662,,115,38,6,-99,1,37,771,13.09,15.73,11.31,5.88,73.12,1324.75,330,6.80,7516,0.70,0,,0.00,23042487
2019/12,068790,DMS *,199,디스플레이장비및부품,515,51,51,-8,-8,-8,0,3025,1365,1660,1660,,115,-31,-106,103,-1,-30,890,9.89,-1.57,10.88,5.56,82.23,1317.81,-35,7.31,7509,0.73,75,,-206.96,23042487
2020/03,068790,DMS *,199,디스플레이장비및부품,502,66,66,148,133,133,0,3318,1533,1786,1786,0,115,41,30,-29,3,38,882,13.20,26.43,15.44,7.90,85.84,1418.12,576,2.97,8069,0.41,0,,0.00,23062487
2020/06,068790,DMS *,199,디스플레이장비및부품,595,86,86,37,14,15,0,3532,1708,1824,1824,0,115,85,-46,74,1,84,953,14.55,2.42,12.62,6.65,93.68,1433.39,63,5.52,8243,0.63,0,,0.00,23062487
2020/09,068790,DMS *,199,디스플레이장비및부품,622,97,97,33,22,22,0,3516,1652,1864,1864,0,115,241,-1,-31,2,239,907,15.66,3.52,9.14,5.04,88.64,1452.42,95,13.34,8425,1.11,0,,0.00,23062487
2019/09,004840,DRB동일 ,36,자동차부품,1316,60,60,75,55,34,21,7398,2751,4647,3563,,100,9,-86,102,66,-58,1715,4.54,4.16,1.17,1.40,59.20,4591.88,172,27.44,18487,0.31,0,,0.00,19930000
2019/12,004840,DRB동일 ,36,자동차부품,1499,79,79,20,-16,-8,-8,7453,2838,4615,3542,,100,155,-81,4,85,70,1739,5.25,-1.07,2.54,1.85,61.48,4586.20,-39,11.81,18377,0.29,100,,-245.83,19930000
2020/03,004840,DRB동일 ,36,자동차부품,1260,58,58,65,42,7,36,7577,2893,4684,3583,1101,100,129,-58,33,63,66,1836,4.61,3.35,2.59,2.13,61.75,4572.76,33,7.44,18592,0.18,0,,0.00,19930000
2020/06,004840,DRB동일 ,36,자동차부품,1133,31,31,31,26,14,13,7851,3153,4698,3585,1113,100,250,-363,286,44,205,2127,2.76,2.33,1.32,1.42,67.12,4586.30,70,25.58,18602,0.32,0,,0.00,19930000
2020/09,004840,DRB동일 ,36,자동차부품,1188,31,31,35,22,24,-3,8007,3288,4718,3608,1110,100,139,-159,90,59,79,2201,2.65,1.83,1.03,0.97,69.69,4602.72,122,34.97,18723,0.35,0,,0.00,19930000
2019/09,241520,DSC인베스트먼트 *,109,창업투자,52,5,5,5,4,4,0,542,196,346,344,,91,44,-11,0,,,145,9.09,6.78,22.23,13.41,56.53,282.23,22,7.86,1896,1.57,0,,0.00,18119383
2019/12,241520,DSC인베스트먼트 *,109,창업투자,62,45,45,43,35,35,0,521,153,368,363,,91,-19,62,-67,0,,98,71.57,55.56,18.82,12.11,41.58,306.45,193,9.50,2004,1.65,0,,,18119383
2020/03,241520,DSC인베스트먼트 *,109,창업투자,26,-21,-21,-21,-21,-21,0,472,133,340,335,5,91,5,1,-15,0,,96,-81.63,-81.18,2.78,1.58,39.02,272.90,-116,38.16,1838,1.07,0,,0.00,18219383
2020/06,241520,DSC인베스트먼트 *,109,창업투자,94,72,72,71,62,62,-1,538,142,396,392,4,91,21,0,-6,0,,94,75.93,65.45,21.93,14.74,35.74,335.07,342,6.39,2152,1.31,0,,0.00,18219383
2020/09,241520,DSC인베스트먼트 *,109,창업투자,98,57,57,57,44,44,0,635,205,430,426,4,91,86,0,20,,,125,57.83,44.48,31.20,20.16,47.64,382.95,241,5.30,2378,1.47,0,,0.00,18219383
2019/09,155660,DSR ,53,비철금속,584,28,28,35,25,25,0,2304,756,1548,1533,,80,66,-37,-21,18,48,497,4.82,4.25,6.37,4.18,48.81,1807.27,154,7.00,9583,0.43,0,,0.00,16000000
2019/12,155660,DSR ,53,비철금속,596,27,27,17,16,15,1,2404,851,1553,1538,,80,53,-51,42,33,19,579,4.58,2.64,5.83,3.77,54.77,1820.15,95,8.40,9613,0.48,50,,52.74,16000000
2020/03,155660,DSR ,53,비철금속,584,32,32,35,25,26,-1,2382,808,1574,1558,15,80,33,10,-63,24,9,536,5.40,4.30,5.84,3.82,51.37,1842.38,161,5.31,9740,0.30,,,0.00,16000000
2020/06,155660,DSR ,53,비철금속,603,38,38,35,29,27,1,2501,897,1604,1588,16,80,19,-18,92,26,-6,625,6.29,4.73,6.01,3.91,55.93,1876.73,172,6.53,9925,0.38,,,0.00,16000000
2020/09,155660,DSR ,53,비철금속,524,24,24,25,19,19,0,2558,934,1624,1609,16,80,64,-117,-15,24,41,609,4.67,3.57,5.57,3.62,57.50,1900.64,120,11.16,10055,0.61,,,0.00,16000000
2019/09,069730,DSR제강 ,62,철강,468,9,9,21,22,22,,2019,595,1425,1425,,72,66,-18,-49,13,52,339,1.93,4.69,6.44,4.37,41.74,1866.66,152,7.31,9894,0.46,0,,0.00,14400000
2019/12,069730,DSR제강 ,62,철강,485,9,9,6,2,2,,2016,598,1419,1419,,72,55,-36,4,22,33,339,1.83,0.42,4.86,3.32,42.14,1862.62,14,9.70,9851,0.46,40,,285.49,14400000
2020/03,069730,DSR제강 ,62,철강,461,18,18,36,29,29,,2068,625,1443,1443,,72,38,-13,-3,2,36,346,4.01,6.24,5.49,3.74,43.35,1894.44,200,5.64,10019,0.30,,,,14400000
2020/06,069730,DSR제강 ,62,철강,434,15,15,23,18,18,,2075,614,1462,1462,,72,-18,-44,27,13,-31,373,3.49,4.26,4.97,3.43,41.98,1920.14,128,7.70,10150,0.37,,,,14400000
2020/09,069730,DSR제강 ,62,철강,413,2,2,6,5,5,,2075,608,1468,1468,,72,46,-52,9,3,42,379,0.45,1.32,3.78,2.67,41.41,1927.77,38,11.57,10192,0.43,,,0.00,14400000
2019/09,017940,E1 ,168,가스유틸리티,11202,603,603,-653,-512,-431,-81,37577,25690,11888,11240,,343,-900,-48,685,85,-985,17687,5.38,-4.57,-7.11,-2.44,216.10,3366.99,-6278,N/A,163850,0.30,0,,0.00,6860000
2019/12,017940,E1 ,168,가스유틸리티,13158,128,128,361,170,192,-23,35950,23917,12033,11407,,343,590,-102,-1686,108,482,15924,0.97,1.29,-3.63,-1.46,198.76,3420.56,2800,N/A,166288,0.29,2200,,66.21,6860000
2020/03,017940,E1 ,168,가스유틸리티,12309,707,707,434,299,305,-6,39314,27086,12227,11608,619,343,-612,-102,1908,116,-728,18174,5.75,2.43,-1.65,-0.81,221.52,3472.29,4441,N/A,169219,0.16,0,,0.00,6860000
2020/06,017940,E1 ,168,가스유틸리티,9205,35,35,101,77,72,5,36744,24434,12310,11675,635,343,1966,-481,-566,556,1410,17570,0.39,0.83,1.18,0.09,198.48,3493.25,1048,17.20,170187,0.20,0,,0.00,6860000
2020/09,017940,E1 ,168,가스유틸리티,8213,-142,-142,177,121,119,2,36774,24353,12421,11783,638,343,-1129,-77,-3,67,-1196,18261,-1.73,1.48,5.97,1.79,196.06,3527.90,1733,4.52,171763,0.26,0,,0.00,6860000
2019/09,245620,EDGC *,218,생명과학도구및서비스,131,-23,-23,-25,-25,-28,4,948,443,505,428,,36,-16,-131,213,26,-42,248,-17.72,-18.83,-19.31,-9.29,87.83,1215.86,-79,N/A,1184,4.81,0,,0.00,36172940
2019/12,245620,EDGC *,218,생명과학도구및서비스,152,-27,-27,-24,-31,-37,6,964,486,478,394,,36,15,-5,1,39,-25,273,-17.51,-20.24,-23.31,-10.04,101.63,1110.70,-102,N/A,1090,4.91,0,,0.00,36172940
2020/03,245620,EDGC *,218,생명과학도구및서비스,142,-38,-38,-31,-32,-23,-10,945,493,452,377,75,36,-23,3,-2,17,-40,295,-26.81,-22.74,-26.25,-11.75,109.02,1049.85,-63,N/A,1043,18.98,0,,0.00,36172940
2020/06,245620,EDGC *,218,생명과학도구및서비스,232,-17,-17,25,11,-19,30,1003,527,476,367,109,36,-39,-51,49,13,-52,314,-7.22,4.87,-27.23,-8.61,110.75,1003.16,-53,N/A,1013,11.70,0,,0.00,36172940
2020/09,245620,EDGC *,218,생명과학도구및서비스,282,15,15,15,14,35,-21,1069,388,681,681,,43,0,-24,28,2,-2,162,5.21,4.91,-7.93,-3.75,57.04,1546.79,88,N/A,1586,8.79,0,,0.00,42914524
2019/09,037370,EG *,53,비철금속,136,1,1,-2,-2,-3,0,740,406,334,330,,75,2,-3,-18,3,-1,239,0.63,-1.72,-35.48,-18.08,121.48,339.58,-34,N/A,4399,2.15,,,0.00,7500000
2019/12,037370,EG *,53,비철금속,199,18,18,6,2,2,0,772,436,336,332,,75,-18,-29,43,37,-56,282,8.91,0.83,-2.22,-0.86,129.98,342.27,27,N/A,4426,1.95,,,0.00,7500000
